target,context
"If I return to work, believe it or not, with our state income tax, our city income tax, city we live in and city we work in [laughter],","[':  That,', ':  -- I know somebody that it happened to.', "":  That's right."", "":  Now, see, believe it or not, I'm one of these honest guys, but I get to the point that last year we took a transfer and so therefore we had the boost in the income due to the transfer expenses."", ""When I sat down, when we were through, and I sat down with our accountant and we did it, if, I'm not presently working outside of the home.""]"
:  I can believe.,"[':  Yes.', ':  -- just research.', "":  I'm a, I'm an associate professor, but my, I, I'm a full time researcher --"", ':  Yes.', "":  -- and it's, uh, been a very, very interesting career, believe me.""]"
"But, uh, I believe Israel does that, don't they for their,","["":  Well, uh, and that's an idea that's been around for, kicked around for a long time."", ""I don't know that it's ever been seriously considered, uh, as far as close to passing, uh, any legislation or anything like that.""]"
":  Yeah, I believe that's right.","['Uh,', ':  Wel-, everybody has to do, has to do something.', "":  Yeah, I don't kn-,"", ':  Or maybe, maybe theirs is, in fact, one year of military service for everyone.', 'But, uh,']"
":  You know, in those areas I really, you know, do believe that maybe we should clean up our, you know --","["":  Uh, that's right --"", ':  -- and alcohol,', ':  -- and I think it is a big problem with them using drugs --', ':  And,', ':  -- from what you read, you know, but, uh,']"
":  -- I believe that truck drivers and people that have, even though teachers have other kids lives in their hands, and if they come in stoned or they come in drunk --","['Well, listen,', ':  You know, here we go again, I mean --', ':  Yeah, yeah.', ':  -- yeah, you know --', ':  If you agree that, uh,']"
":   And I believe if you don't have a punishment befitting the crime, there's --","[':   Uh-huh.', "":   And I've been raised around prison --"", ':   All your life.', ':   -- prisons all my life.', ':   Uh-huh.']"
":  Oh, close to five minutes, I believe.","[':  Okay.', "":  -- but we're going to ignore it [laughter]."", "":  Oh, okay, [laughter] we'll try to be real quick here."", "":  I'm sorry for these beeps,"", "":  The other thing then is, because I don't know how long they want us to talk,""]"
":  -- believe me, you don't need to --","[':  Okay.', ':  -- so, um, I never (( )) in North Dallas,', "":  Yeah, I haven't gone into downtown too much."", "":  Well, you don't need to --"", ':  [Laughter] Yeah.']"
:  But for the most part I truly believe that the parents would be better if they were with the children.,"["":  I've talked to many, uh, owners of places and say that nobody even, maybe, maybe Christmas."", ':  You know, um, I, I think nursing homes are, are, um, some are good --', ':   Uh-huh.', ':   -- I have to say that.', ':   Right.']"
":  I believe that's true, yes.","[':  Well, there are a lot of things that people, I think general,', ':  And then it just frosts me terribly.', "":  Well, I think it's interesting to look at, uh, where the money goes, and it goes a lot of places where it probably ought not go and --"", ':  Absolutely.', "":  -- and I don't think generally, I think what's interesting is that [throat_clearing] we probably represent the majority of people in this country in terms of their feelings about the government and how it serves us given the extraordinarily large sum of money the government has to operate with.""]"
"Well, I believe that, uh, they'll eventually make it to Mars.","[':  Yeah, yeah.', ':  You know, I think that would be --', ':  Yeah.', ':  -- a step to where, you know, in the right direction but,', ':  Yeah.']"
":  Oh, well believe you me.","['I think we barely what cleared a hundred.', ':  Maybe.', ':  I think that was stretching it.', "":  Well, I'll, I will tell you."", 'I will definitely take the hot summers.']"
":  Yeah, well, my dad is, if you can believe that.","["":  Yeah, I haven't even bothered watching that one."", ':  Really?', ':  Yeah, is it good?', "":  It, well, it's okay."", 'Probably have to be a Tom Cruise fan.']"
"Uh, I believe that it will contribute to something that we would at this point call national health care, whether it's subsidized by the government and and operated by private insurers, uh, I don't know.","['The people paying the bills, uh, employers ultimately, have begun to squawk because they have seen their health care cost rise two hundred percent in the past ten years.', ':  Yeah.', ':  So, I think the evolution will be interesting.', 'Uh, Hawaii has a system that is apparently working and, uh, it will be interesting to see how, how, uh, much more attention we pay to that.', '[child] I do think though that it is inevitable primarily because of the pain, uh, that people are feeling, uh, under the circumstances.']"
They all believe that they have rights to these lands.,"[':  Right.', ':  -- that are just, uh, [breathing] handed down generation to generation.', ':  Well, they have the, all the religious battles.', 'They have the nationalist battle.', 'They just seem to have a lot of different cultures and religions, nationalisms all packed into that one small geographical area.']"
:  And I believe we'll see a lot more C E O -s in companies.,"['All that, most of the, most of the women getting married now, uh, go back, have gone back to, you know, they, they stay at work or go back to work.', '#Or whatever.#', ':  #Right.#', "":  And they're well educated."", ':  Uh-huh.']"
":  -- uh, I believe it has gone up to a dollar now.","['It is very difficult.', ""Like our garage is always full of sacks of newspapers and, so, I don't know."", 'I think there needs to be more places and also I have a real strong opinion.', 'In Iowa, the state I am from --', ':  Uh-huh.']"
":  Yeah, I still believe I get very fed up with government sometimes but when I think about where I'd want to go, you know, this is still the best or I can,","['Actually, I think other countries may have it worse, uh, the Japanese government is always having a, some kind of a scandal.', ':  Right.', ':  Usually involving the Prime Minister or people very close to him.', ':  Yeah.', ':  So, uh,']"
":  And they had all these gr-, I, I really believe they have done this to themselves, in a way, because of the unions being #so stocked.#","[':  Uh-huh.', "":  They were paid that whole time and I don't know, if you're aware of this r-,"", ':  Oh, really?', "":  Yes, they come in there, just, they go off fishing and stuff and come in and, every Friday, and go to the safety deposit box, and I'm sitting there making a hundred dollars a week, you know and,"", ':  Is that right?']"
:  -- believe I was too.,"['I, I --', ':  Uh-huh.', ':  -- was, I was doing mathematics, fractions and division and multiplication by the third grade, easily.', ':  Yeah.  #I, I# --', ':  #Uh,#']"
"I, I do believe that there [sigh], I, I'm like you, I'm a little mixed up on the subject.","[':  So, what do you think?', 'Uh, are we spending the right amount of money on AIDS research?', ""@:  Well, uh, {pause} actually, I'm, I kind of, uh, well that's like between saying yes and no."", ""It, uh, I think that we're, uh, spending about what we should but I'm not exactly sure if we're spending it in the right, right, uh, uh, location."", ':  Yeah.']"
"I, I, I believe they overreacted horribly.","[':  This one #person.#', ':  #But he# he had a choice to, you know.', 'This all could have been, you know, avoided #if he had# --', ':  #Exactly.#', ':  -- behaved himself.']"
"I believe it was one of these, uh, one of these, uh, mixers.","[':  [Clicking]', 'Have you had that experience recently?', "":  Recently, I can't really say recently."", 'But I think about, uh, about a year ago, uh, I bought a product from some company down at, uh, in Atlanta, Georgia.']"
I can believe like that Bill Clinton might be.,"[':  Uh, well, you know, I, I think i-, it really depends, you know.', ""I think, you know, if, you know, taking the current batch, we got, you know, I think Paul Tsongas probably isn't in it for like his own gain."", ""I, I don't see him as that kind of a guy.""]"
"And, generally, I really do believe they are pretty balanced.","[':  Uh, which I like.', ':  Yes.', "":  Uh, I, I think it's fairly objective and I always like the letters that they read which tend to accuse them of being too liberal and too conservative."", ""And while there's an inherent, uh, filtering process going on just by the letters they choose to read, uh, I always figure it's a good thing when any given group is being accused by each side of, uh, favoring the other side."", ""That's, that's potential indication of balance.""]"
":  Now I do believe though, like in California, if a little kid gets a hold of a gun that someone has --","["":  I don't, yeah, I, I don't think it can happen either."", ':  Uh-huh.', "":  I just don't, I don't see, and, then, I, I think, uh, hadn't thought about this before but if you do that, if they would, uh, [breathing] uh, decide to ban guns, it would just open up a, a market, you know, a black market for them."", ':  Yeah, right, #right.#', ':  #And so,# you know, they, they would just, all the profits would go to, you know,']"
"I mean right now, uh, I believe there are two policies that, uh, that the government uses to modulate immigration.","[':  So, how do you feel?', "":  Well, I'm a little bit ambivalent."", 'The problem with, uh, and I think one of the problems with immigration policy is like any other political problem is that people are not willing to discuss it, uh, in, in terms of what, uh, really is driving it.', ""They're not willing to tell the truth."", 'The same way with, uh, issues of, uh, race and things like that [throat_clearing].']"
":  as far as the, uh, you know some of them are, I believe you, uh, the defendant has a chance to request trial by jury if they want.","['About, uh, penalty and trials and that kind of thing.', 'If it should be left up to the judge or trial by jury or to the people, #that kind of thing.#', '@:  #[Throat_clearing]', ""Well,# I think it's, uh, the way it is is probably, uh, pretty good,"", ':  [Child_talking].']"
"I believe from what I remember of the literature they gave, uh, if you fail I believe they give you one more chance.","[':  #Yeah.#', 'Wh-, what happens if you were to fail?', 'Then do they give you like one ch-, one more chance or two more #chances?#', ':  #Yes.#', ""That's a good question.""]"
":  By Bly, B L Y, I believe it is.","['I have, uh, someone suggested that I read it.', 'Is it IRON JOHN?', ':  Yes.', ':  Okay.', 'Good.']"
":  You know, I, I believe that the original idea of public education in the United States, which I guess was controversial at the time of the constitution.","[':  Yeah.', ':  -- the national level.', ""Uh, it means that you've got to be informed and you've got to have a certain level of education to do the reading --"", ':  Yeah.', ':  -- and the critical thinking involved to come up with a decision.']"
"I believe, uh, [inhaling] in some gun control [breathing] but I think it's, and I, you know, in selling to the ind-, or selling for the industry to dealers, I think that it's the federal government's stand that should be taken, and I think that dealers now, or to by a gun now an individual just has to go in a store and, and show his drivers license, and if he has a Texas state drivers license, if he lives in Texas, he can go to any gun dealer and buy a gun merely by filling out a yellow form and, and paying for the firearm and leaving.","["":  I mean, they're just an inanimate object until they are in the hands of someone who is, who is violent or has a sick, warped mind."", ':  I agree with you one hundred percent, Jean.', ""I'll tell you that somewhere I saw a bumper sticker years ago, I'd like to see more of them, I think, uh, speaking from my, my viewpoint, think it read something like, uh, when guns are outlawed, only outlaws will have guns --"", ':  Exactly.', ':  -- and I think that sort of speaks for itself.']"
:  Yeah I believe that [laughter].,"[""Uh, you can't, you can't even work an answering machine if you're at work and had to get a message or something [laughter], you know, or fill out an application to work at McDonalds if you can't read."", ':  Uh-huh.', "":  So, uh, I think that's, that's a start at least, going back to the basics in the early grades --"", ':  Yes.', "":  -- and, um, they say that the average English student nowadays does at least fifty percent less reading and writing than they did twenty years ago, and that's a big jump.""]"
"Yeah, I can believe that [laughter].","[':  [Laughter].', ':  I mean every second.', ':  [Laughter].', ':  You know, social change in California means it takes another two or three minutes longer to get to work.', ':  [Laughter]']"
":  And, you know, I, I believe that if someone goes on welfare that's when, you, you know, send them back to their country.","["":  And I just, I don't know, I have, personally I have a problem with it, I think, that, you know, if someone wants to come in and they can prove that they're going to work and they're going to be a good citizen that --"", ':  Exactly.', "":  -- we shouldn't close our door."", "":  If they're not going to be on welfare or, or, or whatever."", ""They're going to be a productive citizen Zen.""]"
":   And, uh, I believe medical insurance and retirement are probably the two strongest.","[':   Well, what do you, uh, [throat_clearing] how do you feel about your, uh, job benefits?', ""@:   Well, I'm a contract person and, uh, so I don't have a lot of benefits and, uh, uh, I do think they're very important."", 'My husband has medical insurance and he has a life insurance policy.', ""His company does not really have a retirement plan and I think that's something that's very important."", ':   Uh-huh.']"
"Believe me, it was, it was a rude awakening.","['And it was, I, I tell you, I was absolutely amazed at how, at, at the difference.', 'And then, [laughter] plus whenever I had to start paying for my own health insurance --', ':   Oh, I know.', ""Isn't that a shock?"", ':   -- and, and life insurance.']"
":  No, I, I believe that, uh, the American public and I, as an individual and private citizen have a right to, to bear arms and to have a gun as long as I, uh, am responsible with it and protect the safety and welfare of my kids and, and so that they're not playing with it and so that they can't hurt themselves or anyone else playing with it.","[':  Good, good, glad to [noise] hear that.', 'I understand,', ':  Are you a total banner?', ':  Total banner?', ':  Yeah.']"
"Uh, however, I do believe that, uh, guns ought to be maintained and, and controlled that you can't go out and just buy one off the corner and do whatever you want with it because people that are angry or have concerns or want to seek vengeance right away have easy access to guns and in the heat of the moment, they can go and do some damage that can hurt themselves and other people, so on a scale of one to ten, I, I think I would rate myself as a, in the six or seven or eight.","[':  Are you a total banner?', ':  Total banner?', ':  Yeah.', "":  No, I, I believe that, uh, the American public and I, as an individual and private citizen have a right to, to bear arms and to have a gun as long as I, uh, am responsible with it and protect the safety and welfare of my kids and, and so that they're not playing with it and so that they can't hurt themselves or anyone else playing with it."", 'I think that education with a gun is, is critical and important.']"
":  -- I firmly believe that, uh,","[':  -- #those are the two that can,# that, that have the wherewithal and, of course, Judeo-Christianity, uh, and of the Jewish folks, too, believe that the family unit is the one that was given the, uh, uh, mission by the Lord --', ':  Uh-huh.', ':  -- to do this very thing.', ""So when another group of, of, uh, people step in, try to do it, they're, they're tromping on our territory, so to speak,  so --"", ':  Oh.']"
":  But, you know, when you think about reasonableness, now, I believe that a law suit should have some foundation in the tort theory.","["":  Well, that's probably true, too."", ':  You know.', ':  But people are very conscious of how much money they can get real fast these days.', ':  Well, sure.', ':  And, so,']"
I really believe that.,"[':  [Laughter].', "":  but, you're not likely to find somebody who is going to, you know, have a less conscientious effort."", ':  Yeah, no --', ':  I mean,', ':  -- most of them do.']"
":   You know that they, they now have a, uh, I believe it's a federal law that you do not have to give your phone number on charge tickets.","['What do you think of that?', ':   Uh,', ':   Does it bother you to give it?', "":   No, not really because I'm listed in the phone book."", 'If I was the type of individual that, uh, had an unlisted number, I, I think I would be hesitant to give it.']"
"I, I personally believe that there is a need for capital punishment.","["":  Okay, uh, capital punishment, I, I know that's kind of a touchy subject.""]"
":  And they believe the things that they say about the teachers so,","[':  You know.', "":  That's right."", ':  Uh,', ':  Parents are behind their kids now.', ':  Right.']"
":  -- #often desire# to exercise, often believe I should and rarely do.","["":  Well, I, I, uh, we're going to compare notes."", 'Uh,', ':  Yeah.', ':  I, uh, I --', "":  #Don't do it [laughter].#""]"
":  Uh, more than anything I just believe that as students we're taught to learn what the teacher wants instead of actually, uh, gaining a further vantage point.","[':  All right.', 'This is my opinion.', ""I, I'm still a student right now and I'm actually studying in elementary education."", 'I think there are quite a few problems with the school systems today.', ':  Uh-huh.']"
":  Yeah, in fact I believe it was because,","[':  Yeah, it was some time ago.', 'Seems like it was THE SPY WENT DANCING, or something like that.', ':  Oh, it sounds like fun.', ':  It was a lot of fun because they used these real names, you know.', ':  Wonder if it was by one of those famous writers, you know Margaret Truman Daniels writes a lot those.']"
I believe.,"[':  It was a lot of fun because they used these real names, you know.', ':  Wonder if it was by one of those famous writers, you know Margaret Truman Daniels writes a lot those.', ':  Yeah, in fact I believe it was because,', ':  Really?', ':  Uh-huh.']"
:  I believe you're right.,"[':  Yeah.', ""I don't know how the Lakers are going to do without him this year."", ""They, they're doing all right now, from what I see but,"", "":  I don't think they'll hold together."", "":  Yeah, he's, uh, the, was the heart and soul of that group.""]"
:  I believe you're right.,"[""They, they're doing all right now, from what I see but,"", "":  I don't think they'll hold together."", "":  Yeah, he's, uh, the, was the heart and soul of that group."", "":  I believe you're right."", ':  So.']"
"Uh, believe me, we're not fanatics in that line, but, uh, if we enjoy other things, then, we'll, we'll tend to go that way [lipsmack].","[':  -- and gravy and totally enjoy it.', ':  [Laughter].', ':  And then can table that for six months to eight months to another year.', ':  [Laughter].', "":  So, uh, and you know, we're trying not to eat those, those big meats, also with all of the health consciousness.""]"
":  -- I believe when they hire, you know.","[':  [Laughter].', "":  it's hard, but I mean, a lot of times women were given jobs because they were women, you know --"", ':  Uh-huh.', ':  -- and I think once, once it evens out so that women get the jobs that they deserve and get the pay that they deserve, which will often be powerful positions where there will be less discrimination in hiring --', ':  Well, see I,']"
"I believe that one, so.","['Everything has been put out of perspective now.', ""You know, you take a, a young kid Roy Tarpley's age, I'd say he was twenty-one when he came into the league, and now he's probably an old age of, uh, twenty-five or six --"", ':  Yes, sir.', "":  -- and making all that money, well, that's, uh, that's quite a, that's a little more of a challenge for a young man than they, they need at that point in their life, I think."", "":  I think you're right.""]"
:  I believe they are.,"[':  #Well,#', "":  #I,# I hate to see them just, you know, keep getting diverted off to spying on other nations and putting up defense things and, I think they, I think they lose sight of, of probably what they're supposed to be doing."", ':  Well, I think about half the nations now are, are military related, are they not?', ':  Yes, yes.', ':  And, uh,']"
:  Believe me.,"["":  Yeah, well, I like, I, I like a book I can in some way relate to, and, and that's, I don't know, it's so off the wall, most of that stuff."", ""You know, you re-, I, you can't really believe it, I mean, you, it's hard to, to, to read it and, and really think that this could really happen."", ""It's just, I don't know, it's not believable to me at all."", ':  Well, thank goodness [laughter].', ':  [Laughter].']"
":  Well, I, I also firmly believe that no one is beyond reclamation.","[':  I do, too.', ':  Mandatory, I mean, summary execution, on the steps, that day.', "":  Uh-huh, well, I think, you know, I'm, I'm in that same, I think if it's, uh, if it's a con-, if it's a convicted, uh, felon on parole --"", ':  Uh-huh.', "":  -- uh, and he goes out and, and commits another crime or kills somebody, I, you know, I, I feel the same way, I don't think, I think that person is, is beyond, uh, rehabilitation and, and he should be taken out [laughter].""]"
":  -- I believe that not only should you be fired, all of your assets should be given over to the government.","[':  Yeah, or well, I see.', "":  See what I'm saying?"", ':  Yeah.', ':  You know, if you drive onto the Ford manufacturing lot in a Datsun --', ':  Yeah.']"
I believe that that's the way you ought to do it.,"["":  And I'm, I figure I'm allowed to drive any kind of car I want because I don't work for a car company."", ':  Yeah.', ':  I drive American made.', ':  Uh-huh.', "":  That's just because I'm an American.""]"
":  -- but, uh, [throat_clearing] my very favorite place in the world to eat, uh, believe it or not is in, I went to school in Abilene --","[':  And what about you?', ':  The, I, I think more than anything else, uh, the atmosphere.', ':  Oh, really?', ':  Yeah, which I think, you know, the, the se-, the, the service is, is a big part of, but --', ':  Uh-huh.']"
":  I definitely believe if they're repeat offenders they should be, something to be done with them other than just sitting there for two years and then getting out and doing it again.","[':  Yeah.', ':  -- much involved, and when he got out on parole, I was like, go ahead, get out on parole.', ':  Uh-huh.', "":  And after that I had, I had to tangle with him, and the police caught him the second time, and they still wouldn't do anything except send him to jail, so."", ':  Yeah.']"
"I kind of believe that the Vietnam event, I'm not going to call it a war or a police action, it was an event, that the main push for that was outside the United States, our involvement.","[':  #You know, and ((we)),#', ':  you know, they, they took, uh, you know, all the data that had been, uh, produced, uh, from back, uh, in the late, uh, eighties, middle, mid to late eighties about, uh, uh, how freon was, uh, shown to, to damage the ozone, and, uh, they just, you know, were adamant that, uh, #you know a-, and,#', ':  #They have no# moral conscience.', ':  Yeah, really.', "":  And that goes into, and it, and it's all tied together too.""]"
